Age,Review Text,Rating,Recommended IND,Positive Feedback Count
32,i ended up ordering this in a petite online after trying it on in store. i found the regular length to be a bit too long and flowy and i preferred it to be more tailored. it is very cute and on trend. cannot wait to wear it with some dark flare jeans!,5,1,0
52,"this is a great dress, both in design and comfort. the material is very soft and warm. yet it is also very stylish, and can be dressed up with big necklaces, a belt, and boots. the stylist in the store mentioned wearing it with a vest. it is a great piece that has so many possibilities. i bought it in navy. thank you retailer!!",5,1,0
39,"i ordered this in a m and it was just a big boxy tent. i really wanted to love it since the length is good for leggings and throwing on to cart kids around. it just was so big and had no shape at all. it is possible i should have sized down to a small, but i am sending it back.",3,0,4
27,this coat is wonderful! i am usually an xss in retailer and i got the xs. it is supposed to be a bit large. goes with everything and great quality.,5,1,2
28,"i bought this outfit online on sale  so i only paid 70, but i think if i saw it in person first, i probably would not have purchased it. while the design is cute, the fabric is beyond cheap. it is not just polyester  it is like a plastic polyester. i think if you dress it up with high heels, necklace, armful of bangles, you can probably distract from the fabric. 55, 120lb, purchased xs and it is a little big still.",2,0,0
43,"i own many of the natori feathers back close bras and decided to try the front close version for springsummer tops and dresses. i purchased the yellow and got the matching hipsters panty. i no longer see the yellow available but you could find elsewhere or maybe retailer will bring this color back it is lovely!? for sizing, i tried my normal size 34b and the cup size larger per other reviews. the 34c did end up fitting better so i also recommend going up a cup size. excited for warmer weather",5,1,0
38,"i was so excited to get this in the mail, and so disappointed when i put it on. it had a nice feel to it and fit well when i zipped it up, but i do not really know how to adequately describe what it looked like when i glanced in the mirror  lumpiness along the seams? i do not know if it was a manufacturing flaw or not, but it gave me lumpylooking hips and then kind of clung around my midthigh area. returned it the next day.",2,0,5
83,"i saw this top online and ordered immediately!i loved the color, lace, and unique details.sadly it just arrived and it is a disaster!the lace is stiff and does not lay softly, and is very rough against your skin.the style  and i like shorter style tops is extremely boxy and the sleeves protrude outwards in a funny way.,.....that although i am so in love with this color, i would be embarrassed to wear this top in public.it could have been fantastic, if the lace was softer, and some a",1,0,16
51,"i wanted to like this top so so so so badly. so badly in fact, that after the first size did not fit, i ordered two other sizes to make sure xl, l, m. none of them worked i really wanted to like this top. the online photo makes the clothing look so flattering and the shirt is just not....at least on me. the shirt online on the model looks slimming and a lot longer than the actual piece of the clothing. the beaded work is very beautiful, but short causing the very poofy peplum to start at the mos",1,0,0
42,"i love this sweater. i found it in the sale section a few weeks ago but was not sure if it would be too bulky. it had a dark smudge on the collar left from someone or something. i thought maybe it had been left behind by others for that reason because the quality was so nice. thankfully, i washed it and the smudge came out. i live in houston, tx and do not need to wear wool or cashmere sweaters for warmth. this is mostly cotton. it is well made. the sleeves were longer on me than the model,",5,1,0
57,"i was hoping this dress was a bit thicker, but when i tried it on the fabric was very thin and sheer. because of the body skimming design, this dress likely will not work on many without some serious spanx or body trimming hosiery. if you work out and are very fit, you might like it, but i do not so i am not that brave! lol",4,0,19
57,"beautiful dress but the fit was off for me. overall this is good quality with beautiful lace detail. as the other reviewer mentioned the cutout in the back is very cute. i wanted to love this dress but i found it to run large in the top. i am 56 130lb with 34c and i ordered the small, the top just hung off of me. perhaps it would have been better with an xs.",3,1,5
60,"the fit on this is so strange. the middle string is definitely too long and the thin halter top offers hardly any lift. the print is lovely and the quality nice for the price. the cups are padded, which is nice i suppose, but would barely cover anything bigger than a c cup i am guessing. i am a 32dd, size 8 in pants, and size 46 in dresses and i ordered a medium. i also have a long torso, which probably did not help.",1,0,1
33,i read the other reviews that said the shirt ran small but i found that it fit fine and i chose my regular size in maeve. the only issue is that it is baggy around the middle which is a little off and i found that it was a little too short. i gave it four stars because of the print. i chose the cat print and it is just so adorable. i might try to have the shirt taken in at the waist and then it would be perfect.,4,1,1
34,"this blouse is stunning. i have been wanting it for some time. i finally broke down and purchased it. i am 5 8 and about 160lbs. i generally wear size l size 10. i bought this in a large. i need a medium for sure. i could get away with the large, but it is very flowy. i think the med will be more flattering. i am planning to exchange for a smaller size. i would recommend this blouse for sure. if you want it, buy it. it is often times sold out.",5,1,4
46,"i tried these on in the store and instantly fell in love with them  they have an elastic waist which for my shape pear can sometimes be bad, but these pants do not cut me off or accentuate the fluffy parts, but lay nice over my belly and legs in a flattering way. they do have a slit that goes the whole way up the leg, that the picture does not show, but the underneath piece of fabric wraps around your legs, so i think it would be hard to show too much. i bought a medium and they hit lower on",5,1,0
55,"i wanted to love this dress. the colors are heavenly and it looks light and airy. it is not, it is very heavy, much too heavy for florida heat. the top layer is a beautiful sand color and while the fabric is nice, the heaviness of the top really weighs the whole dress down. i felt like it added ten pounds to my appearance, easily. back it went, boo hoo. if you are between sizes, i would size down, runs a bit big.",3,0,2
28,tried on the xxs petite and still felt that it looked too boxy and baggy on me. cute concept but poor execution,3,0,0
33,"i got this in the green color. it is a beautiful color, soft to the touch. i agree with other reviewers that it seems very delicate. i do not mind drycleaning my sweaters, so that is not the issue. the problem is that a. it runs huge  i got the small and it swims on me. i tend to run between small and medium in tops  very unusual to have a small be so big on me and b. the slits go even higher than they look on the model  they come up to the top of my waist. even with highwaisted pants, the sli",3,0,0
20,"i wanted a casual but special summer dress and had high hopes for this one. i normally like to try things on as it is difficult to tell fit online. when it arrived i was disappointed with this dress. it is very full in the skirt, the top fit a bit odd, not a lot of shape and not especially flattering. the fabric was not very exciting either.  unfortunately this one went back.",3,0,3
33,"the arm slits are actually subtle, and do not gape open. the chiffon type pleats are lovely, but the cotton material they overlay appears cheap and is not dressy enough for my work.",3,0,0
54,"these shorts are great, both the design and fit are beautiful. i would say that these run true to size, i bought my usual size, 26, and they fit perfectly. they fit a little high waisted, which i love. the material is so soft and are so comfortable. i would recommend these shorts if you are thinking about it!",5,1,0
34,"i normally do not go for these tops because with my hourglass frame and wider hips, it only makes me look wider. however, like others, i was drawn to the fabric and feel.the bottom half really is lovely and looks expensive, and the top half is stretchy an",4,1,3
56,i love this dress. you can wear it for everyday or you can put some bling with it and dress it up. it fits very well. flattering. i highly recommend!!,5,1,6
57,love this sweater. i wore it to work with leggings and a long sleeved shirt underneath. it lays nicely.,5,1,1
66,material is heavy enough to provide warmth on a crisp day or evening.  add poncho or large warm scarf to keep colder temps  bay. sure wish this came in blk. i bought mauve  just love it!,5,1,1
70,"well made. color is great, goes from summer right into fall. looks good with sandles and will wear with boots later on. goes well with classic tee, denim shirt or plaid blouse. has a retro classic look.",5,1,1
55,this is such a pretty dress. it will look beautiful in the summer with a tan and lace up sandals for a very effortless look. fits very fitted in the top and loose throughout yet still slimming. i am petite 52 about 105 pounds and for reference i went with the xxsp. it looks expensive and well made and the yellow color is stunning and cheery. the yellow will look beautiful on darker skin tones as well as lighter skin tones who have a warm undertone. if you are on the fence order it and you will not,5,1,19
39,the cut of the top portion of the dress is off. i tried on the s instore  it bunched up in the breast area. i ordered a sp hoping the petite would fix the problem  nope  still bunched up. for reference i am a 34b. i would have kept the dress and given 5 stars if it was not for said flaw.,1,0,1
52,"i bought the s came with a tag saying sz 8. it is in fact more like a size 2, if not 0. the bust is probably a 34 a or b, or 32a or b  the cups fit me relatively well, but the rest was so tight that i could barely manage to put put it in. i cannot imagine wrestling with this bathing suit each time i want to wear it, so i will return it. the fabric, design is as spectacular as it looks though... very good quality.",3,0,0
34,"i bought a size small in this dress even though i am usually a large at retailer. it just hung strangely and clung to the unflattering parts of my body but seemed very large. i loved the feel, color grey and style of the dress, but i ended up returning it because of the fit. it also requires something under it since it is fairly seethrough.",2,0,0
46,"ordered a petite and it was not as dark of a denim like the picture. the pockets on the backside are wide and are not flattering if you have any curve to your rear. makes you look wider than you are! pocket on front are also large, which accentuate thighs. these were returned immediately as it did not work for me.",3,0,3
30,"no, no, no...i do not know if it was the way it got flattened out in the packaging, or what, but it sticks out like a tent from the hips down. i am 57, about 145, 32c, usually wear a 6 or 8 in dresses. this thing barely buttoned over my bust, and then flares out to a tentlike triangular shape at the bottom. i do not think it would come out by washing and ironing it i am afraid it was just cut poorly. i looked like a sad prisoner in stripes, unfortunately. i bought three different dresses in the",2,0,2
51,"i love that this tee is so soft and is not boring! when i originally took it out of the bag, my teenage daughter did not like it. then i tried it on and she was wowed! the longer length in the back makes it very interesting. i am looking forward to wearing this with jeans.",5,1,2
56,"tried this lovely with high waste, wide leg, black flowy pants. everything i could hope for and more, but not quite!size blindly ordered size 6. i am usually a small, occasionally xs in retailer brands like floreat and akemikin. i am 55 tall, 130 lbs, 34d, 352937, long torso, narrow shoulders, and short arms.fit size 6 had just enough space through the bust. the lace edged sleeves were roomy and just reached my wrists. the shoulders were just right. extra fabric ballooned out around t",3,0,25
32,i bought this to wear with a skirt that i wanted to dress down  i needed something that was long enough to be able to tuck it in without having that awkward line. its a great fit.,5,1,0
55,pretty top. love the color and the large ruffle. makes it great for layering or with a pretty necklace.,5,1,0
51,"i think this is the first peasant top i have found that does not fit like a tent! i did size down to a small, although i am normally between small and medium. i even found that the shape of this top is quite flattering. maybe the darker embroidery helps. i am very happy with this purchase.",5,1,0
57,"soft, elegant, beautiful and makes me feel special! what more could one ask for? fit is true to size and has various styling options. best retailer purchase in some time.",5,1,0
25,"this top is amazing!! i thought it looked really cute in the photos but it is even cuter online. the material is great and you cannot go wrong with the fit. i love tops that are loose and flowy, so when i am feeling a bit bloated i can still look cute in tops. this one is definitely a must!",5,1,1
62,"i adore this top  so cute, flattering, and easy to dress up or down. yes, it is a little better suited for larger chests, but i personally do not mind a discreet pin for this beauty. i am a 34a and slim build, and the only issue is when i bend forward  it falls beautifully otherwise. great with everything from a black pencil skirt to jeans and a black leather jacket...cute with denim jacket and white pants too. easy wardrobe piece.",4,1,1
39,"beautiful 100 lambswool sweater with all these gorgeous fall colors arranged into an eye catching design. i agree with reviewer numero uno, she is correct on all counts pretty colors, quality construction, ultra long bell sleeves look at model wearing cedarneutral colorway, oversized fit. sizing down will still have those ridiculously long sleeves but i am fine with that. i ordered size m and will exchange for a s as the cardigan is too large overall. wool is soft and just a bit itchy which",5,1,4
67,"just wanted to add my comments to the review that stated these pants ran small in the waist.  i sized up because of that review and ordered an extra large as i wanted these to be loose and comfortable. i typically am a ml in retailer.  the xl is actually a little big but not enough that i need to return them. if you order these in a fit that is fairly loose, these are not see through at all. i ordered the color shown on the model i am about 5 feet 4 so the pants are not as cropped on me .",5,1,0
27,"i almost ordered this online to wear to a party later this week, but i am glad i waited to try it on at the store i was not sure if i would like the length of the petite or regular better. i was so disappointed and did not end up getting either! i have two bailey 44 dresses from several years ago that are much more flattering and incredibly softcomfortable. this fabric on this dress was much rougher and it really bothered me that the stripes cut off at the side seams and then do not match up from the",2,0,1
83,"i just received these sweaters............could not decide which color i liked best....blue and green are my favs.and so i ordered them both!they are a wow !i am totally in love with both of them.they are sooooooooooooooo beautiful!beyond my wildest expectations!i wear a size 8 and ordered the size 2 and it fits perfectly......a 2 is a size medium per call to retailer before i ordered.....and 1 is small, ad 0 is extra small.this is a bulky, cuddly winter sweater with a touch of glam w",5,1,1
39,"my new favorite sweater for layering!! perfect color, length and fit. i am 54, 125 and purchased my usual small. if you are on the fence about this one i say try it on it is totally worth it!",5,1,2
53,this is a sweet top as it is shown. on the model it appears there is a panel behind the lace on the front of the top. this is not sothe entire front of the top is see through. one would need to wear a camisole. the material on the blouse is very sheerit appears to be rather cheap actually. if you are wearing a top this sheer it does not make sense to have a camisole on underneath. that said you are going to be able to see your bra and skin down to your belly button if you do not have a camisol,2,0,0
56,"i was so disappointed in this top. the fabric blend was too thick for summer. the cut was wide across the shoulders, and very narrow and short through the waist. add in the odd splashes in the print, and it spelled disaster.size i tend to run between small and xs. i ordered xs. i am 55 tall, 135 lbs, 34d, 352937, narrow across shoulders, with short arms and long torso.fit the cut was so wide across my narrow shoulders that it looked baggy and felt odd. however, the sleeves did not sl",4,0,12
26,"i love this suit! the pattern is just lovely. unfortunately i have to return the suit because i cannot wear it. there are no cups or pads or underwire for the chest. you have to look like the model wearing the suit to wear this. if you need any support than give up. who can wear an xl and not have some breasts at all? the neckline is also very low and ended up revealing the top half of my breasts.the birds of paradise are just lovely, not exactly the same on every suit, but still nice. i just",3,0,9
30,saw this top online and knew i had to have it! it is unique and gorgeous with the split back and twolayer design. the top layer is thicker and almost like a brocadetapestry design with rich purple and yellow tones. the under layer is sheer and lightweight. i was able to wear this early in my pregnancy and it totally disguised any bump i had from coworkers. this is def one of my top 10 fav tops now!,5,1,0
28,"i love the look of this garment. from the color to the detailed design, it is just awesome looking. i tried this in 3 sizes 2regular, 2petite, and 0 regular. i often order petite pants and they work, but for this item the crotch was too high for me to wear a petite size, and the legs were short enough to look awkward. i returned it for the 0 regular which fit me best  i am 55, 110 lbs. i have not worn it out yet, but am excited to wear it to a couple weddings this season. one fallback is that i",4,1,0
25,"even on sale i was hesitant about paying so much for a blouse, but i am so happy i did! the fabric looks as high quality inperson as it does in the picture, and it is not seethrough. the main color of the top is less powder pink and more nude in my opinion, but the color is lovely and the various purples and grays of the arrow details really pop. the buttons down the back are a fun, cute detail, and tone down the more professional look of this blouse in order to wear it with jeans for going out.",5,1,0
49,loved loved loved the shirt but...the material was so thin,2,0,0
47,"first, it is huge. i am not big busted but it is so roomy that i looked like i was pregnant. not exactly what i was going for. nice color and soft fabric but would only work if you plan to tuck it inand i am short waisted so no tucking for me. back it went.",2,0,0
37,"i absolutely adore this cardigan. it is easy, so comfortable, stylish and absolutely flattering on every shape!! what i love about it most is how long it is. i am 58 and the large and xl come well below my bum. it is perfect to wear with leggings and boots when i am having a relaxing easy day, but i can easily dress it up with denim or a dress underneath! totally versatile! i originally bought this in a large and it fit well. but then we got the xl in the store and i snagged that one too because i",5,1,20
40,"when i wore this the two times i did, i got a ton of compliments. it runs small, and is a bit tight when sized correctly but its really stunning. after the second wear, the fabric under the arms frayed and its now unwearable. i have to return it and am so disappointed. sadly, i would not recommend buying it for that reason.",2,0,1
39,"this blouse is a great combination of silky and professional in the front and more casual, tshirt like in the back. the ruffle lies nicely, and it is very feminine. i got the light blue color, and cannot wait for the weather to be warm enough to wear this to work!",5,1,0
35,the fit is really flattering and cute but the fabric and finishings seem really cheap. it is a printed plaid  not woven.,3,0,7
31,"51 433143. i really wanted to love this coat the material is nice, the green color is dark and rich, it has a hood. however, the cut is bad for me and probably a lot of other people. the shoulders were cut too wide and impeded movement, and the bust and hips were cut too tight, overall it was just boxy. i have another boiled wool coat that i bought at retailer about 7 years ago and though it is cut oversize like this one, it has a much fuller sweep, so the proportions still seem right. also",3,0,1
39,"absolutely love this dress. i saw it online and did not give it much thought and then saw it in the store and it was amazing. the photos really do not do it justice. the embroarding detail at the bottom is beyond beautiful in person. i agree that if you do not want skin showing you will need a black bra or black cami to over the delegate lace down the front and back of the dress. got this for fallwinter in fl and cannot wait to wear it, perfect holiday party dress!",5,1,0
32,"this dress is beautiful. very vibrant and rich looking...however, after wearing it to work the back of the dress was completely stretched out from sitting in my office chair. when i stood up a little bubble remained around my butt. not attractive. i wanted to love it but it is going back.",3,0,2
64,"love love love this dress! the fit is amazing and is slimming. although the lace is delicate looking, it wears well.",5,1,1
57,"i wore this to an engagement party and got compliments all night. it is absolutely gorgeous and very slimming! i got a petite 4, and it fit perfectly. for reference. i am 52 and 125 lbs. you ill not regret buying this dress!",5,1,6
23,"i got this skirt earlier this week and wore it for the first time today. i love the color and the shape. everyone else loved it on me. it looked great with a buttondown. but, i will say that it is short. i am usually a petite in bottoms, and i wore tights so i would not flash anyone when i bent down. i can only imagine how it would be on a taller girl. it also fits at the natural waist instead of the hip. i am usually a size 6 in bottoms, but i bought the size 4 because it sits higher up.",4,1,4
29,"this is definitely a personal preference review. i loved this dress when i tried it on. it is really beautiful. however, there was just way too much fabric on the sleeves for me. i know it is the style and i have similar style dresses, but i felt really large in this dress and it all came down to the sleeves for me.",3,0,1
54,"i wish there were be fewer asymmetrical tops in the store. i see many tops i like until i discover they have an asymmetrical hem and are longer in the back, which i do not prefer.",4,0,2
53,nice print and comfortable shirt.,5,1,1
37,"my measurements i am a 36b so i got the medium. it fits perfectly. i originally purchased this in the gray to wear during the day in winter months, but i loved it so much that i came back and purchased the black for evenings with skinny jeans and heels. it is so soft and pretty, can be dressed up or down, and now i am thinking about getting the wine color too! i love it. i washed it in coldgentle and let it air dry and it held up fine. i would not push it though. treat it delicately. it is a smar",5,1,0
38,"i ordered this item when it was first advertised, fell in love with the unique pattern in the top and could hardly wait for it to get here. however when i received the top i was very disappointed, the fabric is cheap, the sleeves are tight and the overall product is of poor quality and poorly constructed. needless to say i returned it.",3,0,4
37,"i have mixed feelings about this dress. the color is fantastic. not too bright, not too dark. the material is super soft and comfortable and the length was perfect. i did end up returning this item though as no matter which bra i chose, the straps showed. it just was not hitting my right on the shoulders. i do not like having my bra straps show or constantly be trying to tuck them away especially at a wedding or work?. this is what ultimately led me to return the dress ? even though it is beau",3,0,2
29,"i really loved the way this shirt looked on me. it is forgiving and flattering, and really lightweight. the fabric, however, could not even withstand half a days wear without snagging 3 times and developing a hole right in the center. i have no idea how this happened, as i was not wearing or near anything that could have pulled at it. such a shame. this could have been a staple wardrobe piece for me.",1,0,0
43,"i received this as a gift. it is a very pretty top, but the material is sooo delicate that the cutout areas were torn in many spots and where it was not torn completely you could see it fraying. the sales associate said they get many returns on this item.",1,0,4
38,"the quality of the fabric is good, but the fit is horrible. unflattering and strange. definitely a pass.",2,0,0
42,"i have a 36c bust. i bought this blouse in a 10, even though i wear an 8 or 10. i sized up based on previous reviews. this top was super tight in the bust it literally flattened my breasts and very loose on the bottom. it was not flattering at all. the material is gorgeous. it is thick. it is lined. it is darted at the bust and it flares out in a peplum fashion where the light fabric up top meets the dark band of fabric in the middle. the problem is that busty ladies will find the bust area wa",3,0,3
49,"this skirt looks exactly as pictured and fits great. i purchased it a few weeks ago and got lots of compliments on it. however, on the third wear, the side zipper split wide open. needless to say, it was returned.",3,0,0
40,"well, i wanted to love it and it was just too much. i think it is a bit wider and weirdly baggier than it should be. i also feel it should be fully lined. it was not. the exterior wool and pattern is very nice. maybe if it was lined, a smaller size would have worked better, but for the price, i needed more. i also would have liked some sort of option for tightening the waist a bit when zipped up. i realize this is not in the picture, so no expectation, but upon trying it on and seeing its boxines",2,0,11
31,"wanted to love these pants, they are way, way, too long i am 54 128lbs for reference. i did not love the way they looked cuff and did not think it was worth having them hemmed. loved the color. would work well for someone tall and slim.",3,0,0
49,"got this on sale in black and red, and have only worn the black. quality is poor, seems to stretch out over the course of the day and loses its shape somewhat. a smaller size may keep its shape better so you may want to size down. not worth full price.",3,0,2
40,great jeans. especially if you are on the shorter side 5 ft 3 for example. they run very large. i typically buy size 2829 and bought a size 27 and had a tailor take in the waist a bit. i am syked for these for fall!,5,1,1
32,"shoulders hide bra straps well  relaxed, but flattering fit. comfy, but can be dressed up!",4,1,0
33,"i might be the only odd person out there who think this jacket is not perfect at all. a lot of other reviewers said that the jacket runs small. for me, it is not true at all, i had to go to xxp petite to find the fit acceptable, but it was simply too short rather than 20 as it states on the website, it is more like 18, which is a thing i almost never experienced because i am a petite person! i do not even want to go regular size because it would have been too big. i saw some photos that others po",2,0,2
67,"i got this top in green and i am overall happy with it. i agree with the other reviewers that the material is thin and the quality not top notch and it certainly is overpriced for what it is especially with the shipping fee. however the style is really cute, love the lace up in the back and if flows nicely without billowing as is the case with so many retailer swing tops lately.i did not find it to be so see through that it would need a cami at least not the green color and a nude strapless br",4,1,2
64,"i found both colors and jumped on this shirt. then i got it home and realized that it was pretty much useless. there is no way to put a sweater or jacket over it, it is too hot to wear in the summer, putting a tee under ruins the look.i am very flat chested so it hung well, but there is lots of shirt. both went back in exchange for two wearable items.",3,0,2
63,"i ordered this top in 2 colors because i thought it would be great with leggings. i always love my retailer purchases, but this fell a little short. i think it may be the type fabric it is, but the way the back hangs so low on my frame 54 it does not drape nicely over my leggings. the style of the top is very cute and maybe if i wanted it for skinny jeans, it would be ok. i returned them both to the store.this is one that would be better to try on first...",3,1,0
43,"i love this dress i bought the navy with white stripes. it is comfortable, flattering, and versatile. best of all, i received a complement from my husband, who never comments on my clothing! the drapey knit fabric fits closely but not tightly in the shoulders and bust and then skims over the lower body. the fabric is soft and stretchy, not too thick, but still substantial enough that i did not need to wear support garments underneath i am 54, 123 lbs. i wore this to a christmas party and",5,1,1
32,"i was really excited about this romper and when it arrived it looks just like the picture. the torso was abnormally long and i get this is supposed to be a relaxed fit but it sagged way too much for my liking. i am 59, 32c and i wear 28 size pants, usually i struggle with too short of a torso in romperjumpsuits but not this one. i ordered a medium and felt like it was way too big. i probably could have gone down a size but i was not loving it enough to try. the fabric is nice but the tiny clasp",3,0,1
49,"not sure why this says online exclusive as i bought it in green in the store. i also saw it in a mustard color at another location. but in any case,this is an adorable and flattering dress. fabric is kind of a chino. weighty but not too heavy. great color and design. runs a bit small. my normal size was snug and i thought that in the summer heat i would not want it that clingy so went up a size. i love it and would buy it in more colors!",5,1,2
33,"i ordered these pants in my usual size xl and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i could not keep them on so, of course, back they go! too bad! the sweater quality is great.",2,0,5
39,"i found this dress to run large like the other reviewers have mentioned. the quality is really nice, and the sweater fabric is a nice touch. it hit me right above the knee, and i an 55. it is a purplish pink as pictured. if it fits you properly, you will be pleased with the quality, color and unique style.",4,0,0
37,"great idea, but this was not a flattering top on me. it almost worked, but ended up making me look like i am pregnant?not a look i am striving to achieve?it has potential and maybe others with a different body type may have success.  i am curvy on bottom and have a long torso for the price, it did not justify a place in my closet?",3,0,5
33,"after reading the reviews, stating that this dress was a tent and only fit for the tall and small chested, i kind of had a battle of wills in my head over ordering it. it is very me, but me is also 55, curvy, and possessing a 36g bust. i had to post a review, because i received the dress today, and i actually love it. i ordered a 16 and i love the fit. i know it is flowy, but on me, it is far from tentlike. i think it is great now as a prefall piece with some sandals and a jean jacket, and as",5,1,2
37,"i thought this top was so cute but when i tried it on, it is so big on the bottom, it looks like a tent. i normally wear a l or xl and took it back to the store to try on a medium and that one fit better but the bottom was still too big. sad.",1,0,0
70,i was fortunate to buy one of the last petite mediums in this style! the knit is soft and comfortable and does not seem likely to snag. there are a variety of stitches through the upper areas which add subtle differences. the colors are fantastic. this will be great for the cooler months. it looks fabulous with denim.,5,1,4
41,this looks great on the model and is probably beat suited for someone that is tall and thin with small hips.,3,0,0
33,"i love the elbow patches on this shirt. i ordered the wine color, and it is dark enough to almost be a neutral. i have worn it with many things already. my only complaint is that the sleeves are super long. typically, long sleeved shirts are too short for me, so i am guessing this one would be ridiculously long on someone with short arms.",5,1,10
33,"i could not be happier with this skirt! i was expecting a jerseytype material, but was pleasantly surprised by the thicker, textured, higher quality material. the ruffle on the front is such a cute feature. this skirt moves and flows very nicely when walking. it is lined and has an elastic waistband, it is super comfortable. so far i have paired it with a bright red knotted tee and a sheer white sleeveless buttondown. i receive compliments every time i wear it! i am 52, 110 lbs, i ordered an xs a",5,1,2
44,"the photos online make it look like a comfortable, relaxed, lightweight early fallspring cardigan. when it arrived it looked very wrinkly and there is no shimmer as far as i can tell. i tried using my steamer to get some of the wrinkles out, but it did not work. it looks too rumpled and i do not want to wear something that looks like i just rolled out of bed.",1,0,5
38,"this jumpsuit is lovely and comfortable, with gorgeous embroidered detailing, but it really needs to come in petite sizes. at 54 with a pretty proportional torso to leg ratio, i found the hem length okay but the top portion way too long. for the waistband to be anywhere near my natural waist, the shoulders would have had to be taken up several inches and the armholes shortened.",3,1,5
42,"i cannot get over how fabulous this looks on, how well it fits, and how flattering it is. i am 58 and size 810 on a good day. seriously  i am so happy about it ! i plan to get a lot of wear out of it  works for a wedding, evening out, or the office.",5,1,0
29,i love the pants and it is so soft and they are great. today was the first day i wore them for more than just a try on and i noticed a hole. that is super disappointing but i am hoping it was just bad luck ,4,1,0
28,"i wanted to love this sweater but it is a return. it is a very weird fit, very thick, ruglike material and unfitted. the shoulders are bulky, the top is big and the booty is small. i am 52, 34c and typically wear a small. the arms were very long, way too long. i will say other than that the top was true to size, may look okay on someone who had a larger chest and a smaller bum!",1,0,2
50,i am pleased with this skirt. the jean material is of good quality and it hangs right on my waist and hips. i ordered a 2 which left a little room in the waist to tuck in a blouse. i am 55 and 119. it works well for work and leisure.,5,1,0
39,"more importatn, super soft matieral and comfortbale, hwoever, when i put it on, ilfelt like i was wearing a robe... i do like the detial in the fabric, but jsut dindt feel right as cardigan. maybe purchase if you are looking for a light robe.true to size, tried on xs, maybe petite would work too.",3,1,1
51,"i agree with other reviewer, the material of these jeans is not the same! thin, stretches, and you end up pulling them up all the time. i am a short, curvy girl and would love to have the old jean fabric back! this seems to be the trend in jeans?nydj also uses this fabric?stretches too much.",2,0,0
62,"this sweater is of nice quality and has such great detail to it  love the pattern to the knit and the ribbon detail is unique and beautiful. the knit itself is of mid to thicker weight, so definitely appropriate for winter, fall, and cooler spring days. i bought my normal size small and felt like it had more of a slub fit than pictured in the model shot  it was wider down the torso and a little shorter not tunic length like picture. i am 57 with a longer torso and this hit maybe midbum and",5,1,9
35,"i love this dress! its feminine, sassy and very comfortable. it fit my body type welli would say i have more of an athletic build broad shoulders, 36c, straight in waisthips plus i have a lovely left over tummy from two babies.... the top has stretch and is a higher waist which is slimming on my body. the bottom material is a thick and high quality with a design that is beautiful in person. it sits out from my waist and hips and easily covers the left over tummy and is super easy to move in. po",4,1,1
33,"i ordered a small from the online shop knowing it would be drapey, but it is much more than drapey. and the front draping looks like halloween costume material  not chic or sophisticated. sadly, i will be returning this top.",2,0,2
36,"this dress is really beautiful. the material is soft and sways, but it is sweaterlike, not flimsy. it does seem to run maybe a little large throughout, but i liked that look. not formfitting, has more of a drape.",5,1,0
31,"i am a true size small and i ordered this dress and it was way big. it is meant to be a relaxed fit, but it sagged under the armholes because the bust was way too big. some folks are saying it ran small and they are essentially the same measurements as me, so it makes me think there is possibly some variation in each size. i got on here to reorder in a smaller size, but now am not sure what to do as i need a dress with in the next three days!",3,0,2
54,"i am on the shorter 53 side of the spectrum and usually wear an xs in retailer. this is a lovely suit but it did not work at all for me. it might work well on a taller person or someone who is longer waisted. the ruching and fuller cut leg was not flattering on me at all. it was very tight and pinched. sadly, i returned it.",2,0,0
33,"if this product was in petite, i would get the petite. the regular is a little long on me but a tailor can do a simple fix on that. fits nicely! i am 54, 130lb and pregnant so i bough t medium to grow into. the tie can be front or back so provides for some nice flexibility on form fitting.",4,1,2
40,"my first review and first full price designer denim purchase....i recently lost weight and in need to replace all my pants and in search of a dark wash high rise jeans preferably in black, finally decided to buy this at full price online coz of all the fab reviews. i decided to purchase the 25p, thinking that i may return after receiving it in the mail since i was not able to try at the store and not sure if i got the right size, also it is not the high rise denim that i was looking for. but t",5,1,6
38,i liked the idea of the diagonal color block but the fit of this tee was odd on me.  too tight around arms and way big and boxy around the midsection.  going back.,3,0,1
33,"i was so excited to try this onbut this was a big nope for me unfortunately. i ordered both an xs and s i normally wear a s, both hung horribly on me, they were just too big. i love a boxy, oversized silhouette but this sadly did not flatter me in the least.",3,0,1
66,"lovely fabric, color and embellishment but this shirt was so long i cannot even imagine wearing it over leggings.  i felt like i was wearing a dress.  there are too many cute tops on the market to bother having this one tailored i do not buy sewing or ironing.  disappointed.",3,0,0
51,"i was really looking forward to these tees working, after reading the reviews. unfortunately, they had slits on the sides that came up higher than i was comfortable showing my sides just above my jeans. trying to keep it age appropriate.",2,0,0
32,"i was a bit nervous ordering this dress because it had so much going on, but i have to say, it is beautiful on! it is stretchy and super comfortable as well. i usually struggle with tight pencil like dresses, but this is stretchy and super comfy! no riding up on me! i cannot say enough good things about this dress, it is just so flattering and i get so many compliments when i wear it.",5,1,0
