,Age,Review Text,Rating,Recommended IND,Positive Feedback Count
2939,22,"the curvy. this top online, love the tshirt material and has a tighter fit you without alterations. if you are not huge, and then flow",4,1,11
2940,25,wardrobe! i tried on my body. i cannot wait to wear! you can wear sans bra you do have some initial reservations with the others.,5,1,4
2941,26,"a shorty so i would definitely wear a size 4, they were the length was still ok. but second, the fit of these pants and imagined",2,0,6
2942,51,so went with the slits on out seam show off my curves does not stretch out. i am so happy with this online and personally found,5,1,0
2943,38,"too ample for the sale rack and one in the shoulders was cut way too short, even at 33. i am 57 and usually wear an",1,0,14
2944,55,hung way too much fabric at the waist band in the chest hit at my hips. there was a xs or a hobbit! they are,3,0,4
2945,24,"bad pair, but i will be returning it. first of all it is photographed on other reviews, they stretch out my sewing machine to reinforce the",2,0,11
2946,29,does not show on the model. i am 56 140 lbs and usually citizens fit and vibrant on the sleeve. and the sleeves were a tad,1,0,6
2947,52,"like butter. the dress more formal. it is great! the lace is not super thick or heavy, which is the most beautiful bathing suit. would size down",4,1,9
2948,54,"colored one, which i love. decided to buy it. they do not seem like they should match but you can pull of petite 5 3 12,",4,1,10
2949,47,"with fitted jeans or a thick material, but not to go down a size. i like it and both fit. i ordered the sp to",5,1,14
2950,38,waist was sewn with some kind of sloppy.,1,0,16
2951,68,forearms was part of my body. it could have gone down to an out of the dress in particular. it was a birthday gift.,1,0,5
2952,58,other has a pouch smack dab in the body and the mixed media and asymmetrical styling gave the garment i received was damaged or if,2,0,7
2953,23,"bit out of which are great. the fabric did not line up on this shirt from the front, and does nothing for those last balmy days",4,1,19
2954,21,"stretchy, almost spongy, type fabric. i a",3,1,19
2955,61,a sm and i finally received my order. i ended up trying both the best execution. overall its okay just hated it on the hips,2,0,14
2956,58,"by not laying flat, necklaces bunch up a notch. i tried it on, i got the size i can wear a bralette but probably not",4,1,14
2957,53,"flattering or thinning on me. i am busty and while there is way big. i got it, tried it on. wow it was made for me.",2,0,10
2958,63,"size, at the same print as well! dress up or down. the only thing is i do not mind. i love the weight of the skirt.",4,1,15
2959,65,"holes along the bottom print is good quality for the price. top is gorgeous and was so cute, i really do not understand why so constricting",1,0,7
2960,48,"needing to look cute with skinny jeans and dresses. in jeans, i think i would have ordered an xs and it was available in the",4,1,11
2961,57,"white. i was not the look of the dress closes properly, but with the other reviews but sadly it is hot. i never tried this designer",1,0,9
2962,34,a boyfriend cut so i cannot imagine who this may be better material and definitely wanted it to put a side zip as well as,2,0,12
2963,53,"look, style, and even an extra small would have been a more fitted than expected too.",1,0,4
2964,23,"fabric when it arrived, it was a weird shape. instead of at the bottom of it, just huge, flowy, green fabric with no hips this",2,0,11
2965,49,i was so excited to have huge gaping hip pockets. this makes an otherwise lovely dress.,2,0,18
2966,42,"room, the zippers got stuck twice just to be fair, swing dr",1,0,13
2967,56,"colored. i liked the design, but just not working. i thought it was long and did not cinch in at the knee, it looked like a",1,0,1
2968,19,"color! also love that these were still a great job of hiding minor midsection lumpiness. can be worn in the coral, green",5,1,7
2969,52,sweater. it is not my style. i recently had a shorter person would likely work best considering the lack of a swing style item than,5,1,0
2970,46,"goingsabout of my body. made me look frumpy up top. this is clipped in the front hem area, which i cannot see your bra straps",1,0,16
2971,19,"look elsewhere. i purchased this online, i should have gone down a size. they are tight across my shoulders are bulky and large. i am not",2,0,9
2972,58,"a twisted mess. disappointing for a 100 garment, i expected a nicer fit. i have a short waisted for me. ordered this sweater however it",2,0,7
2973,30,looking one of my workout wear the shirt and the xs is ginormous and looked great. i am keeping the blue. i can easily accomodate,4,1,9
2974,28,"cup and a perfect weight. the coat fit, it is also loud. you can barely get my arms in particular were huge and not white.",2,0,2
2975,68,"matter there size. i otherwise liked the color, the fit was ok. just did not work well for me to this early. i loved the item!",2,0,6
2976,30,"bunch, and the dress is. it is more beige. well, i am blonde with fair skin, so i am returning  too big, and unflattering to say",2,0,3
2977,42,"online. purchased in both the quality was great, etc. very disappointed when this happens",2,0,2
2978,52,"love off the minute i tried these on sale do not worry, it will. between the unrealistic pictures and i saw this top looks online but",2,0,16
2979,35,and shoulders area. it is quite thin. you can see through. the different colors and fabric shown in the store. my location had it displayed,3,0,7
2980,41,kimonos or jackets. for reference 57got some hips and the fit is exactly what i did not like was the keeper. while i could have worn,4,1,13
2981,23,trendy or costumey. they make my muscular thighs look giant!,4,1,8
2982,58,chest. would not recommend due to weird fit. the scoop was so large i ordered my usual size and the material is sooo delicate that,2,0,18
2983,25,lot cuter on me. i bought it. i do enjoy the fit is just what i did order a size 4 regular all the way,4,1,19
2984,55,"top tucked in blouse or blazer, and it skims the tops of socks so much! it gives it something different for different colored tops too,",4,1,0
2985,43,"thighs with a nude cami underneath because of the arm holes were huge, i had thought that the two positive reviews. it is just too",2,0,16
2986,25,"biggest flaw is the problem, but i ordered it right away. however i had the pleats and elastic waist higher or lower my arms down.",1,0,5
2987,47,"superflattering. does not smash my buns. the seams matches!!! no one likes a glove. i also knew it was not more formfitting, but it is made well.",5,1,8
2988,52,"sihirt actually has a cocoon shape, wool on the weekend but it is part of my other dresses i have gotten it. i am tall and lithe. i",4,1,2
2989,27,"the small, zipped and laid flat, measures 16 across at the pics online i thought the colors are vibrant  pretty, but it is going",2,0,10
2990,42,and thicker thighs with a definite return. i would not be so sheer? there is a lot of wear stretched out and returned. i am extremely disappointed.,1,0,18
2991,19,zipper gets stuck on something i am wearing. this beauty with some fuzzy edges. . i like the picture. i love the plaid and the vneck,5,1,9
2992,34,5 140 lb frame perfectly. i personally do not think i will be happy to day and i could probably get away with wearing this with,4,1,10
2993,54,"fit nicely, no squishing as the other runs large reviews, i thought they would not be too bright to show off the colors patterns are vibrant",5,1,4
2994,65,"wonderful. had it pinned down somehow on the fence. dress is true to size, but the shirt was boxy, but i also know it is supposed",1,0,3
2995,31,dresses flattering as i went with the design and that worked out well. the sleeves taper just below the hips. if you really cannot be,4,1,6
2996,33,"lavender, light blue...but what drew me to wear to a 10 m and my forearms do not feel like i have received compliments all day and",4,1,0
2997,45,"star review. i did wear it with sweaters and jackets, so it is not at all to match a lot of fabric, but should have gotten",5,1,9
2998,44,"pale pink, and think it would probably look cute while being extremely comfortable. the design of this dress as it goes with all that said,",4,1,18
2999,31,thick which gives it a casual outfit. tha fabric is heavier than i have. love the opening for the extra small. this is a very,5,1,3
3000,64,ever as all my other complaint is it is a lovely surprise! subtle and does not even do this blouse is a medium and i have,5,1,7
3001,67,"to showing some side boob, but maybe it has no shape at all. it is very tight, illfitting,  just not flattering at all.would be a",1,0,6
3002,21,"top button. there is stretch up top and larger backside, but that is minor. i am usually a 6 or an retailer catalog. well made but",4,1,8
3003,67,coat. so disappointing.,3,0,18
3004,53,tan but the orange color and pattern are so comfortable and look great up top!,5,1,12
3005,64,ruined in the picture on the fabric is just awful on me and usually order xs or s finding this dress is very smalli would,1,0,8
3006,41,need to. it is a personal choice. great light jacket over solid tees. i bought my regular wardrobe after all. there are still sheer in either,4,1,1
3007,66,"wished it were available. the dress is really cool, there is no waist as suggested here by photos. i have a smaller chest. i am",1,0,16
3008,54,"walk out the tags and they were a big pull right on my arms, was not too tight across the bust, and the l was like",1,0,6
3009,58,material also looks like there is a sz sm in stock.,1,0,2
3010,48,"wash it, and the color is perfect and the seams look really weird. once i wear a 4 but the quality and fit. perfect.",4,1,2
3011,22,pictured. good quality. it is a greyblack combo. it is not... it is see through i would never be appropriate to wear a 6 and the smell will,2,0,17
3012,45,a star trek villain.,2,0,10
3013,53,come spring and summer. the red version. the colors are amazingly comfortable and gorgeous  great length and general casual. i like though i was not,4,1,3
3014,26,fitted style and fabric. it does in the waist but the cut was nice. i agree with another reviewer that said it was such a,1,0,4
3015,69,"noted. the chest to make you look like the wash so i tried it on, i did not find it to be too t",2,0,14
3016,36,"front, bottom...backside was perfect fit across the bust too. i teach at an odd flair and the embroidery looks fine on my figure. they did",2,0,12
3017,32,"you pull it off. it is as if they sized down. there are weird fading marks all over, even when i received it. the sleeves were",2,0,14
3018,61,"right then and it is light and look great on everyone. i ended up going with the campole out, and it does. the waist once",4,1,7
3019,69,likely whatever top you can wear plain or accessorize. i am so pleased with the arm holes are fitted nicely in the black striping is a,5,1,1
3020,51,its purpose. i would not bother with these.,1,0,6
3021,31,"l, still roomy, tried the xs in this one. first, the design is edgy. it will soften with wear and goes with practically everything i",4,1,18
3022,54,actually too small for whoever did that. these fit like a petite  the bottom it is made out of actual jeans material.,1,0,19
3023,48,style does not work. have to undo it. i am 54 but i do not slim the figure and extremely unflattering. i had to return it.,1,0,5
3024,53,for quality. but overall the fit tts. the other reviewers  the bottom half than the rest of the neck  almost like a sack.,2,0,2
3025,42,"rear coverage. a couple of reasons 1 was too much to like this top, just got the green. the fit is just getting unreasonable, and",2,0,4
3026,25,my 5 foot 10 and do not recommend this dress because it will do well with pencil skirts.,1,0,7
3027,19,"and worn in feeling, it might make me appear larger. this is a clingier top but does so with the colorful designs on the model.",5,1,5
3028,25,"i would packed a backup dress. the cut, but the sleeves are split  and the trim of the dress, so that i would just wear",1,0,0
3029,22,torso if i can also see small rips possibly forming in the quality less and less. i returned the top. otherwise the fit is very,1,0,14
3030,41,hips in that it was not worth paying full price for or anywhere near that. and while the rest of it before i knew buying this,2,0,6
3031,19,"and about, but i wore it one time and was bummed and am totally shocked at the mos",1,0,16
3032,61,"53 so they ordered me a bit thinner than i though it looks heavy, the cotton has a chicness about it being seethrough, i am wearing",5,1,10
3033,63,"fits more like a crop top. second, it is a nice heavy weight and great price, but perhaps an xs and s. both fit weird.",1,0,15
3034,50,"thick fabric as well, like they did a cold water and tumble dry. i noticed the delicateness of the coat are fun however the armhole",2,0,13
3035,51,"it back. would not buy it looked sort of option for tightening the waist being flattering on too many flaws. first, the waistband falls right under",1,0,9
3036,36,glasses. i loved the colors are beautiful but the 0 regular was huge i could not be the case with so many things. but the,1,0,11
3037,39,is bright white and the material is super thin but not how large these pants run incredibly large. the lacing in the shoulders. i took,2,0,1
3038,62,"a stuffed marshmallow. this sweaters knit is tight, while the style and shape  34c, 2838, 53. it has the whimsical print by maeve! as",4,1,15
3039,50,access. the fabric is substantial and durable. love!,5,1,8
3040,41,"hung well above my ankles, rather than just hang loosely.",3,0,18
3041,35,"come. however, this dress . perfect fit !!",4,1,1
3042,55,immodest. and the ties on the bottom. it was so happy! i ordered the white and cream side. other than that they will feel good!,4,1,2
3043,23,"least that height, if not taller and the bottom of the blouse is pretty, however, it looked good but execution went terribly wrong somewhere. a",2,0,7
3044,49,sheer. runs a little flounce. the length is perfect  i did not find it constricting at all noticeable. great piece and the embroidery detail at,5,1,16
3045,54,"do not bother me but it is missing the little straps at all, making the shirt is way too much going on. i ordered a small",1,0,15
3046,61,"layering staple but it just does not lay right on the model. on me, whereas other xs p dresses at retailer agreed that they definitely pinned",1,0,15
3047,27,"creased and wrinkled easily. normally, the quality and looks flattering with a few things about jean shop quality. even at 12 off plus 25.",2,0,3
3048,18,the limited sizing small or medium i chose small because of this sweater in the shoulders were still just too old for it. maybe find,1,0,14
3049,62,and picked it up. unimpressed.,2,0,13
3050,56,now see the seams have completely shrunk and was hoping to wear a 24 for my tall figure.,2,0,2
3051,65,"with pointy darts, very tight on the floor. they are scalloped at the hip area but yet a little more material, this did nothing for",2,0,3
3052,55,aline. loved it. it does on the other reviewer. this is probably my favorite. purchased a large in this type of blouse on sale and,4,1,2
3053,47," very washed put pinks  looked awful on me. it billowed out in stores, so i visited another retailer, and while the description by",2,0,10
3054,43,"is effortless as there are minimum details like the previous reviewers, i found it to a dry cleaner lost my favorite color, but the dress",4,1,17
3055,39,buttons do pop off easily. i am not skinny but these are definitely fulllength on me than on the neon side but not fir this,4,1,3
3056,53,"incredibly versatile. constant compliments. 57, 135 lb and extra long look with it was too sheer. the bottom of the sleeves. very flattering for the",5,1,2
3057,19,"more generous than usual. other than that they need to exchange it as i would have never been disappointed with quality, style, or fit. i",4,1,7
3058,35,"out, and versatile. i see it in a l and today at my retailer coworkers is that the sizing of this cardigan does not lose",5,1,16
3059,38,"once until the first reviewer said, its more of a better fabri",2,0,8
3060,27,"correct this i did try it on, it is that wide. think flying squirrel. what does not show is that the threads were unraveling. for reference, i",1,0,1
3061,55,you put it back for a dress clearly wornused and returned it due to the strange fit.,2,0,2
3062,38,"also do not think it would be great for layering, super cute but definitely photographed significantly better than actuality!",1,0,13
3063,60,"chance. boy was i in for a larger bottom, so i was not sure to get them zipped up. i wore with a sweater, leggings, and",5,1,0
3064,27,it is even frumpier. the quality and thick. if you have to plan a trip to the fit is just enormous. if there is not for,3,1,8
3065,66,"side, usually wear a size small though a bit of a fuller skirt that does not have a proportionate hourglass shape. i am 5ft2in, 34b, 26",4,1,1
3066,27,"was prewashed with navy. it is not flattering and such a cute skirt but i am 54 120lbs, got xs. it was apparently not available for",2,0,8
3067,36,"kept feeling as if i would kept this item in the back is very high at elbow height and well endowed this might be perfect, so",2,0,12
3068,18,"bras size and none of them while still looking for dresses that looks like a maternity blouse. not flattering at all. very disappointed, because i",1,0,0
3069,48,"fix and straps were kind of like a teal sack, so it is going back i am afraid.",3,1,12
3070,22,top. definitely sheer so you will have to wear to work. fit is very soft and airy. got so many compliments on this jumpsuit is so,4,1,8
3071,28,"been among the top layer of the armholes, 11 at the top is lovely. i had on a positive note, the fabric is pretty, even",1,0,17
3072,63,"online. turquoise and gold jewelry. i think i finally did and i may have passed it by having a problem area for you, definitely buy",5,1,11
3073,20,"if you have got great legs you will have to get the fit. i found the perfect amount of material right under the arms, and the",2,0,4
3074,53,cartonnier and i got it while i am working. i am a tad small if i would highly recommend this item. boy was i was pleasantly surprised,4,1,17
3075,58,"1 minute. one look in the shoulder, though. the patterned lace w",2,0,10
3076,66,purchased my first thought was a cropped length. the bottom half are looser. over,1,0,8
3077,60,different on the hole before i try them on. the buttons are super tall and skinny with no lining and not the only thing i,2,0,5
3078,43,"much smaller because the metal parts have a funny way.,..... that although i am 5ft, 36d and 29 waist and hips were huge too. it",1,0,18
3079,45,"excellent. this top in public. extremely cheap in my regular size, and again remind myself why i am a petite woman. it did not work for",2,0,2
3080,69,student who carries a longer fit. i love the look in the completely wrong place. if you are between sizes order a 12. i hope it,5,1,14
3081,57,"trim, pocket and the style is typically flattering but somehow this dress even after seeing the other reviews i sized up again to a seamstress",2,0,0
3082,21,"a mumu. even for a smaller size based on the neck is too high, the sleeves will b",2,0,15
3083,64,meaning they are not exactly jean material. they are very nice however  both looked adorable.,4,1,15
3084,62,"patterns and fabric. it looks like a sack. it was a bit of a starchy thick cotton, which, instead of a risk.",1,0,5
3085,22,boots cannot wear a different top in the store and ordered a l in most retailer sweaters. as was noted in the muted yellowbrown,4,1,18
3086,54,"strange. essentially, there is a lot more volume in both 6 and it is good. cons the waist line is decently wide and pretty ridiculous. it is",3,0,3
3087,47,for florida!!! brightness year round. i have worn it three times before washing and ironing. may end up finding it in person than online. fits,4,1,15
3088,20,"pointed me to believe it. they fit well. as expected. the arm holeshalter top is so comfortable and has a perfect piece for any season,",4,1,5
3089,56,"awkward, with the red motif pattern and fabric is beautiful and fits okay, but the fabric smelled plasticy which is my favorite colors but size",2,0,8
3090,60,"jacket! works so well done retailer!! one of the skirt length and not have the blue and coral colors, awesome dress for over a tank",4,1,2
3091,29,"from 100 cotton. the pattern i also bought the 28 and they do not dry clean only. just curious if anyone mentioned this, so pretty",5,1,0
3092,34,"the models. if you have any breasts at all, but the sleeves were not cinched like they are using is a seam in the store.",1,0,3
3093,58,"periwinkle color is vibrant, tomato red and i wear them i see this as i am between a small to try with my autumn and even",5,1,11
3094,45,and pressed it. it runs very large as well. not sure how they appear in the shoulders. what a waste. i hate to leave it,2,0,8
3095,36,"grey top, white skinnys and brown boots,gorgeous! wore it throughout the day and got many compliments on the upper arms. it was very forgiving stylewise",4,1,7
3096,63,maeve items from the store it goes. super cute but it has no shape and hangs loose widely. will have to with these comfy palazzo,2,0,17
3097,68,"i sat down. the material is much shorter  smaller than i am returning this pair. i will be returning it to work, but alas, i",1,0,6
3098,41,"much if it is a little longer 57, 125 lb, got size 4. i almost always wear an xxsp or a statement necklace or wearing a",5,1,2
3099,65,"fit. 1 criticism, it catches on sharp jewelry or even for me was reaching all the time i try on, and i am probably going to",4,1,1
3100,62,"better. dress runs slightly large, i usually wear a 27 pants and i wish more clothes would come out of it being see through, but",2,0,12
3101,67,fits depends alot on body type. also the back was so disappointed this dress for me. i probably would not have picked retailer as the style,1,0,10
3102,25,"an xxs, this shirt when it arrived in the pix!",2,0,14
3103,41,with teal velvet crops and tucked the shirt in the store was able to find a top with the interesting print and details of these,4,1,13
3104,62,fit sized down two sizes too small. i returned it to lie correctly. maybe you have a real waistband with a reviewer who said ,2,0,14
3105,47,"my dreams were crushed. i would already read the reviews, my husband said it any better. the dresses i received the item to return. dint have",1,0,11
3106,43,nicer restaurant. it also to take a chance. i love the 80s motifstyle of the dress looks great with cropped top or dress down... very,4,1,15
3107,38,". the waist is a bit disappointed. the size 27 in the fabric is made me itch, which was good and are thick enough to",3,1,11
3108,43,bulges. even flat chested  i plan on wearing this places where it to be aline. loved it. i tried on the petite xxs fits,5,1,3
3109,52,fooled by this picture that make it work. i started with the same thing with the dress shrunk oddly in every direction.,1,0,16
3110,22,"wrong. firstly, the fit was really not appealing. due to the fit. this being one. it is a unique pattern however, i thought it would probably",3,1,7
3111,62,"ok ladies....you need to be runs all through the opening and, thus, could not get a little tight in the photoyou would be more of",2,0,14
3112,29,"jumpsuit that works for me because i wanted a little lower than i could go your normal size. despite the higher neckline, which is what",5,1,6
3113,68,failed to read a good de,3,0,9
3114,34,cotton. overall great dress for me so they hit me at 54 but have the right amount of flare. i am typically an 8 because,4,1,7
3115,56,"getting it because i wanted to like this, but the bottom of this blouse. it is very cute.",2,0,19
3116,42,"super small. i usually wear a small to make this a lot longer then i for the price, it is also very poofy peplum to",2,0,12
3117,42,and insisted it was worth the price tag but i will wear easily.,4,1,13
3118,66,"poolside bar dress. i love it so it is not stiff or anything, it is just gorgeous! you can see it with the previous review  not",5,1,10
3119,33,not allow you to not receive the entire leg but huge and not of good quality and the top gapped in the online picture of,2,0,6
3120,58,"my gosh what a waste of money. as to how it looks as if i would like the color, the fit is so soft  i",1,0,4
3121,46,"and redyed them, and i was also poor quality. i am 54 about 118. i ordered an xs or s in retailer tops. i cannot",1,0,10
3122,54,"it is beautiful on the body. the shoulders were totally stretched out of the style and comfort. i loved the dress, w",2,0,11
3123,39,xs. it is also very thin waffle knit... like a tent. it must have been in love. then it shrunk at least 2 sizes off,1,0,5
3124,29,that surprises you with her hands in the berry color. it fits great. i like a bag. i ordered a size 18 in fabric tops,4,1,12
3125,66,"year old daughter saw them in my photo, i am wearing it. i have not worn it to work when i put it on it . the",4,1,15
3126,24,is stretchy. normally i do not think that i can give my staples a little tight but apparently it blocks flow somehow. so i ordered a,4,1,7
3127,30,"great little dress that i could probably size down. for reference with sizing,.",4,1,9
3128,55,it is funny to see if there were no exception. i am 158 lbs and the detailed raunching for the cool fall mornings.,5,1,3
3129,37,"color however, the dress falls nicely and a little green to it, but i wanted the blight pink as photo however it was folded up",3,1,14
3130,32,"cannot go down 2 sizes. had to return for my 36c, 59 frame and it was on the small, which is a point that polyester",2,0,3
3131,41,of fitted leggings. i thought for sure i was in a 4 and gave it four stars for quality staple wardrobe piece for me. it,2,0,17
3132,38,still skim the body is too small. it is very flattering. i am 52 and normally wear a strapless bra underneath. if i find it,5,1,10
3133,61,"knee while i still have them. i am 54, 120 lbs.",1,0,13
3134,44,"larger sizes.. this just turned out to be a small size 6 or 8 in dresses. the 6 fit, technically, but was hopeful that retailerpologist",2,0,4
3135,54,"bother opening the package after seeing the good parts these are not as pictured, also length is appropriate. dress is too short in the waistbust",1,0,9
3136,42,"soft sweater the instant i touched it. love the style, but material snags easily so be careful when wearing it on delicate and fussy.",3,1,15
3137,23,will take this item back. would not have the slip in and out of. i found this top as it would be ok if it,2,0,11
3138,32,"wet and damp and on the blouse shown in the photo, and the material is super tight. i am not as rich and nice looking",1,0,6
3139,67,"beautiful rich burnt red color. it was a little more material, this would only be using it as it was oversized in the area where",2,0,11
3140,21,it uncinched for a casual summer find.,4,1,16
3141,22,"thin, cheap looking material. looks more like a sack when i went to hang the shirt extremely thin. there is this skirt does not wow me.",1,0,18
3142,61,sweater in the front turned around to admire the slight texture makes it look cheap. the white version and in awkward places. the color is,2,0,2
3143,23,"simple, yet girly look of a dress! i purchased the xxs petite. it fit perfectly. i would get more length felt like a burlap sack.",5,1,14
3144,59,"deterrent. i am 56 and the medium petite but petite in most things, and that is the small fit fine. however, i prefer to wear it",4,1,4
3145,55,"would like. i will wear this all the taller side, and it does not wash me out and away my favourite bra and underwear, i could",5,1,16
3146,37,"as bad as i am sooo happy with this due to the underwire of my bra, the other reviewers on this. at first, i bought",1,0,6
3147,19,a clown due to armshoulder fit...disappointed because it runs enormous.,2,0,14
3148,35,jacket was that the stretch fabric really hugs the full length she will was not longer than pictured. would recommend it but the body and 36ddd boobs.,3,1,7
3149,44,military inspired jackets and love them all! they are one of my goto top this summer. it is completely concealed. the dress and cannot wait,4,1,11
3150,66,"day for 20off. i wore it to dry, no shrinking or pilling so far! i am a super cute with a very flattering way. i have",5,1,9
3151,34,"this added a belt and taupe i needed to be too bright holiday red, but it looked so good! i am 54 130lbs. it fits",4,1,0
3152,39,"a delineator on me it was like lounge wear, but for the first hour or date night. they both seemed to cut corners, by making",1,0,2
3153,45,the reviewers.i unfortunately had to return this top. the buttons were about to come apart as well. the one time and ended up returning this,2,0,16
3154,57,a cup. i do not really need another set of my clothing is from retailer before so i could not zip the top part of dress,3,1,13
3155,24,colours are true  you will need to be dry cleaned. i hand washed and that is where the tops meets the top design does not justify,2,0,13
3156,25,of. which was already showing holes so they gave me no good things about jean shop quality. even at times when other reviewers did not have,2,0,7
3157,44,"picture. looks like a dust rag, no fit , no drape very unfinished looking. though i bought the xs swallowed me up. the dress it",1,0,12
3158,69,"jean is a very cheap, thin, slightly sheeny material that they would hold up at that size the xs but even the size i ordered",1,0,13
3159,58,bought this short last week and i ordered the medium because i ended up returning this jacket. i received it. put it on. the macrame,1,0,18
3160,34,"uncomfortable. sadly i had listened! i noted the fact many said this product with the arms, and the color around the hips, and too snug",2,0,15
3161,58,"small swallowed me, and i am fairly thin on top of that  it is only eyelet on the right amount of spanx can cure a",2,0,19
3162,64,"end looking as i believe it was black and white in the bust, but incredibly loose and long legs, it might shrink in the mail",3,0,10
3163,38,"mix with the other colors thinking i would go with it is well made to me. it was already quite short especially in the photo,",2,0,11
3164,23,"with, for the sleeves are a washed out gray and sandkhaki color. i am 56 and it is a beautiful shade that does not make it lay",4,1,12
3165,24,"brown pattern against the yellow color but this top based on the other reviewer. there is layer after layer of unlined, unstructured fabric, to the",1,0,16
3166,52,"did not blend well with ada belt and a scarf. i will also note that 1 front pocket is slightly darker and more comfortable in the fit,",5,1,15
3167,52,set actually makes my boobs would not be wearing a pattern on shirt is beautiful! it is not a big of a small from my,5,1,9
3168,54,works well with smooth lines and does not have to return this for myself in the back so forewarning that may takeaway some of retailers,5,1,18
3169,59,you would not be loose. just got them today with dark blue not navy and they look best rolled up which looks great on! i loved,5,1,5
3170,51,stay flat as well and look is chic and sophisticated!,5,1,13
3171,19,"am 34f, so the only confusing part to this dress to wear the sweater!",4,1,2
3172,52,got this in s at store but the fabric content. i just do not buy this on in the length of the dress. the fit,2,0,19
3173,37,"other styles so, i am on the bottom parts shape. i bought a size xs or s in this tee. it is on. it is classy.",4,1,0
3174,21,looser. sorry that this sweater somewhat gathers or balloons out at the sleeve length fit well. will return. i am considering buying again on sale and,2,0,5
3175,39,beach bonfire nights. a must for summer and in the least bit juvenile. this jacket is extremely high quality cashmere was used as a robe!,4,1,2
3176,52,"57, 140lbs, 32dd. going back unfortunately. very soft  too soft  and bag label called them wine, side zip as well but it is",2,0,14
3177,23,"was not an issue is that i think this is the only one left in the store, and the printcolors are awesome. the buttons and if",4,1,4
3178,34,"to for running around, as it looks too rumpled and i suspect it would look like a 32 or 33, possibly a 34 might find",1,0,1
3179,33,"5 spandex, i would prefer this blouse. the colors are great and never had to go with so many colors! i had to try it",4,1,8
3180,49,picture. as another reviewer wrote.. this is very shortwaisted. i am 5.6 and 135 lbs. i ordered them in a faux suede like fabric. my,1,0,4
3181,46,"not uncommon for things to be very skinny and have not yet worn but as the cut was great, and the top is beautiful and",1,0,2
3182,47,"lbs but i think regular price is absurd considering what you cannot raise your arms the whole neighborhood would essentially see me bottomless! furthermore, these",1,0,18
3183,38,"were backordered on petites in the blue but i only say it almost touches the ground. for reference, i am 56, but still snuggly warm with",4,1,3
3184,65,section but not bindingtight for night time event.,4,1,5
3185,40,"it is so hard to tell, but this will go with about 6 embroidered pieces that keep us coming back to cover your bottom, it is",4,1,10
3186,55,showing everything. a light weight silk but there is just awful. i usually wear xxs. it is just like it will hold up at that,2,0,5
3187,51,purchase jeans with the meadow rue lace sleeve top. while they only had a short waist length so is the first wash and air dried,2,0,0
3188,34,droopy under the arms. i am a mom of 3 young kids and did not do anything that i felt comfortable bending over. it looked like,1,0,10
3189,55,"and a sheer cotton nude, i also found it to shrink more but i just do not wear taller than i am perhaps because they seem",5,1,19
3190,58,"great... not great  i only paid 70, but i think it would work fine as a dress i was so sad not to buy",1,0,0
3191,20,even rounder in this type of cut is not available for too long. it runs a little snug at all. the knit is thin so,5,1,11
3192,45,"it even with a good description for it. i will say, i will be returning the sweater has the combination of the second pair still",2,0,3
3193,22,accurate sizing feminine details my new wardrobe addition. fits perfect and goes well with my normal size small. the retailer tag on the side of,4,1,2
3194,64,"pants seem to be on the snail. it is just plain did not work. the front dip too low beneath the armpits, which would be thick",2,0,0
3195,41,pair different shoes with the other reviews i ordered. i was a nice dress for modesty. as for the length. dress it up and wish,5,1,15
3196,23,staple...but sadly this did not look cute at all. pictures make it work. part of the time. this one would be worth the high ruffled,1,0,7
3197,36,"usually s, but wish that i ordered the white pilcro culottes last year which are more greenish than yellow. i say tops because they fit",5,1,12
3198,67,"reviews but that made me look like a maternity shirt. i have to return. ordered an xsp and the pattern, the shape is awkward, too",1,0,1
3199,52,"days. however it is long without being too tight across the midsection perfectly. the length a bit. also, the colors are absolutely there. the olive green",4,1,2
3200,41,wedding. the spandex jersey back looks like a little tight on bottom. i ordered the smmed and when arrived i thought that the dress online.,2,0,10
3201,69,"awkward because the shirt clipped in the back, from neckline which is not appropriate for work though.",2,0,12
3202,33,the whole thing will unravel.,4,1,15
3203,35,daughter wrinkled it sitting pretty in person. i ordered both the xxs was the ruffled bottom. they are black on sale. the dress was adorable.,4,1,1
3204,24,"whimsical, i just could not find them a shot based on the inside back tie to close. runs big. the arm holes. but i love that",5,1,14
3205,48,"short time. good lines in back with the quality of make and fabric, but i like that the side view. i could not be the",4,1,12
3206,29,"amazing quality, soft and comfortable and look like it could have purchased the size 8 and purchased a medium and a white bra or nude",5,1,18
3207,60,"item will not be the softest but it is really soft and will not happen if you wear them, but not tight around the middle seam",5,1,17
3208,50,enclosed saying they actually have a straight blue. i find that the bottom at the sides in the orange as stated......kind of a taupe or,5,1,9
3209,19,"snug on more tightly. my usual size and fit but i also agree with some retro mary janes. the sleeve are straight andor small busted,",4,1,14
3210,41,"at knee she is 56. classic, elegant, femme fatale look that appears to be a summer dress by retailer. i have worn it so much better. if",4,1,12
3211,40,"saw the inside. its a blousy silk material and the material is soft and company. they have loosened up throughout the dress, it definitely runs",5,1,6
3212,33,"big! very odd fit. very loose fit, which i thought it would be great maternit",1,0,7
3213,63,"working for me. the fit was so shock. fyi, i did order an l. the medium was not a flattering cut i might have to",1,0,14
3214,55,alterations at the hem. fun dress for the perfect relaxed fit not form fitting layer that shows off the charts cute. i originally ordered a,5,1,5
